57154	3309
5879	23568
1432	2004
1432	8945
5469	5469
10014	7037
10672	7046
5879	4627
23405	3329
2885	3329
2734	5966
5747	1605
10252	868
648	11171
3654	3315
3476	79840
10458	55971
2885	6764
6461	6714
4851	5664
2549	5829
6714	5295
5871	6416
4627	302
57154	3622
4087	23557
5603	7157
5599	6464
5300	4303
7531	678
3981	1278
1432	4209
2771	5581
57154	7186
5594	7157
208	9545
4086	58533
6809	6809
3643	5580
1958	6647
1432	6774
1432	5371
4790	5607
5581	6868
1147	9043
10987	7186
6886	2547
8976	4690
5606	9479
1956	6850
939	56913
6050	283
5295	1969
10755	613
5716	8440
1832	5663
10728	7189
4615	4088
9344	5606
2771	4691
3685	7040
3091	613
55294	55294
5467	5970
4214	10049
240	5594
7046	7040
10755	5578
1432	1956
6774	6778
5829	102
1956	5604
3688	7414
5747	7132
1386	306
7189	51135
10987	7001
5914	5469
1278	960
7428	1856
7428	5580
196	4094
3661	2308
3398	5925
55145	5074
5663	348
409	6714
675	2316
3315	5898
2683	3728
7046	4087
5663	7046
5970	595
6772	3654
6714	6778
7157	1958
498	93974
6498	51592
8440	23043
7428	9821
4627	8767
57506	6772
5295	3265
5335	6714
409	5594
7428	1270
3146	3148
1051	1054
10379	10379
57154	2547
3265	8315
408	6093
3309	811
7157	83737
6497	3329
864	4851
4216	5604
6497	4691
5609	9479
7453	7453
28996	28996
5310	9564
1856	3309
5460	5460
1386	10972
148281	8567
4088	5371
408	498
998	4294
2118	2629
1432	8841
5603	4216
1020	55083
4086	4853
648	4830
5058	5879
2782	2534
8841	11331
3476	4282
3315	3476
5608	5970
5601	3726
2885	966
4628	4691
10458	10458
8841	2874
5058	10174
4792	4792
2316	960
25865	4086
3643	3643
8440	10458
2771	302
3661	7187
1499	10498
5460	7026
3091	6714
5580	7037
9618	1499
1499	4771
1432	572
3309	5682
8841	7155
57506	6714
6850	2207
5747	6714
2321	5335
10253	10252
2885	26999
27086	7157
5936	2034
7531	6885
5599	3297
409	4691
7001	2956
4087	5601
10892	7189
148022	10498
1499	604
27086	27086
11128	10623
2734	4792
10987	23318
5316	6929
5371	5300
8772	8772
3654	9618
2896	51701
10163	8976
57142	6714
7186	8772
7132	5879
4860	7157
3297	4831
3654	8772
3315	7157
5295	153090
5598	7531
23557	8943
2277	8754
29110	498
10458	26999
1956	7531
5594	5925
2885	5747
5599	3725
2534	4690
409	6772
1956	2771
648	6733
3146	5578
10253	2885
5871	7186
1027	7531
4087	4090
2034	11331
23162	9479
4221	4221
5871	2547
55294	4644
2889	2885
3309	7186
6733	79576
10766	10766
7067	8841
4218	7037
2549	6464
3309	3398
4690	323
55366	22985
8315	8315
7057	7422
3309	4691
7186	7531
9451	9451
10987	5580
8312	28996
10987	6194
5074	5371
5911	9448
5058	961
3329	3688
6774	4086
5581	1832
10987	5052
939	7187
5728	5728
9479	5599
9500	9500
8841	4790
83737	5460
5300	6647
3725	408
2969	4792
4089	4790
29110	3665
409	4214
5594	7132
7046	9043
3309	5728
79084	4086
4683	2956
7186	9821
10725	5335
1956	5594
5300	2280
9611	2874
80762	5728
5295	3717
51701	51701
5460	3146
4627	81844
7132	7187
2734	4790
7428	2896
2004	2885
6885	9448
2625	5469
868	148022
1432	6464
6774	5970
10014	4830
6722	5970
7048	7189
409	6733
8829	8829
8737	54476
10987	6464
54106	7096
409	7531
3655	6464
7132	5295
6194	7428
2064	6774
5728	7157
5058	572
7430	9368
2885	302
10935	5720
9821	6497
54476	7100
4088	2547
323	538
5335	2885
1051	7157
7430	8767
55366	23513
4089	5898
5594	6464
5830	5828
1147	5970
2734	5970
5598	7157
2534	3655
1147	8239
2205	2207
23043	6885
1969	7046
4853	3516
26999	10163
595	896
23236	5594
6714	868
5728	5608
10755	54910
7531	9846
79084	4824
79594	79594
4792	5300
4088	23592
5598	5371
7531	7040
51564	51564
4830	4830
10014	6885
3685	7057
3661	10522
2353	5300
5581	581
1432	9564
4089	5268
6850	7189
3265	51196
5578	7157
6772	58533
9821	4217
5594	3091
5594	2950
4771	9368
5587	3725
2316	2778
5911	5911
1956	7186
3516	8473
861	861
10818	10253
6714	7430
5599	56940
5300	5914
9146	10174
391	4089
7531	8239
4087	3665
1605	5295
9611	861
648	4691
4088	57669
7189	998
4163	9255
5796	5829
7157	3146
4296	5604
5604	5604
4296	5300
5581	6774
3654	9500
9146	7422
2022	7043
4644	5873
51196	5333
8613	8613
83737	2885
11326	4763
51701	4303
148022	7189
6416	83737
5601	5601
5594	5970
1856	5578
11331	5970
8567	8567
2736	6497
4831	4831
9618	4627
5598	3728
128	405
3725	4209
5395	2534
10818	2549
5621	5621
1386	4292
5829	57630
408	1909
861	5371
8767	8915
27086	93986
2316	5966
613	9846
7057	811
498	9255
4628	4628
4824	579
3661	8651
6868	1739
9821	5747
2534	868
10114	8772
8239	1499
6714	7157
472	7189
4217	6885
1958	5307
1958	3725
3329	498
868	5295
408	1856
5609	4217
7189	6714
23236	2776
23542	5606
2885	2316
3397	2626
23162	5604
6498	9611
10076	2771
6778	6778
2885	9564
5898	5333
3643	5578
2624	5371
613	7157
5604	5595
2889	4690
3685	1969
2885	5654
29072	7157
4214	6416
1845	1956
5682	11047
23139	7186
57154	4615
5925	6670
4088	1499
4771	5058
5074	5074
4790	1499
613	5879
5371	8841
5058	57154
1956	29110
836	836
4218	5871
6464	302
4091	57154
5291	5728
4790	29110
2626	5469
1020	4209
5796	5797
5371	6772
55072	55072
79840	79840
5830	949
648	55083
1499	4221
4616	5608
4627	3728
5599	3726
57506	7186
55971	7157
5595	6868
3981	2950
1147	4792
3643	55715
196	6714
114609	114609
3398	5599
240	23405
5608	5608
7186	7716
5601	23542
1051	5598
9618	4216
4087	4091
301	5581
6714	22920
7157	6794
7423	7423
2782	2776
2889	6714
1510	1510
3726	6303
7189	7430
2969	2547
3309	4690
5720	5720
2064	5781
5578	7037
3476	8239
472	8546
409	302
5966	8239
5796	5796
6886	6886
3309	5603
2534	836
5879	998
5595	5599
5914	8841
868	5781
7157	5371
3661	3661
1956	3309
2885	5716
4831	2280
9564	5829
9821	8567
2782	5058
6464	2889
4087	8239
7186	79594
5663	7001
5829	613
1956	51564
4615	7100
595	8841
340061	340061
8473	8473
7157	9611
2353	4775
4627	5074
5728	4628
9821	54778
6670	6772
3688	5581
2885	5660
7157	604
7132	7186
4088	51592
10782	2885
2534	1500
4216	4216
2321	5747
9372	1499
3685	5594
2885	2885
498	5603
4214	4628
2280	4092
6284	7414
10062	5914
3654	6774
208	836
613	8440
7186	84901
6885	6416
23513	4163
10987	5936
5058	90
4090	4221
4296	6416
11326	5609
5598	6929
8773	9341
3265	10522
2004	4690
3675	8754
4615	5052
3643	3665
5578	998
5581	5581
2064	23542
10987	9451
51701	6774
5781	1499
26277	10626
10987	2950
2885	4163
3654	5580
4205	4087
6498	5371
5692	7189
5217	6093
23542	80824
2885	506
2305	6774
3309	6885
8440	5747
10987	3728
7046	2022
9344	5608
861	28996
472	2767
10014	8473
2624	5469
54820	81565
55294	694
22976	5371
408	5606
2534	1499
6812	2054
4830	4831
2547	3981
1956	5606
2004	5295
5879	8773
5594	2626
4088	7018
5307	9146
5607	5598
7428	10253
2625	10014
2885	5621
8915	7334
2316	3688
4086	864
10987	1027
9564	7414
3717	5058
1020	4205
3476	6284
6774	5295
8440	9448
5594	408
5606	9043
7046	4089
10014	498
1147	5966
208	5728
2321	6774
306	7157
8841	4209
54106	7187
5595	9846
4790	1147
29110	8945
4792	5970
11331	5936
1499	1500
1020	5925
1432	4088
2889	9846
54476	54476
4216	5606
3329	3309
6461	5335
149041	7334
5594	5594
1386	3801
5796	1956
4086	4221
23295	83737
3717	5594
11331	7026
6733	6733
9156	5395
1956	641
5058	5580
613	7531
4089	4205
8767	8767
5664	5664
3265	3643
6376	6376
5300	5469
7157	79594
2202	7040
5371	9611
5594	5609
4087	3725
1956	6464
54795	5578
1432	5829
2316	5335
10014	8239
55715	5747
4091	4615
4217	7531
1020	2534
7531	10458
29072	29072
7132	6714
81565	81565
7046	25805
997	5970
55072	7186
23162	54106
1956	5599
3688	4831
1051	4209
6774	6885
11331	23560
54778	4087
581	10908
3717	5310
6714	1909
5970	10379
10014	4792
6934	5663
975	975
1840	4214
23236	23236
5609	4216
4091	25805
2022	2022
23075	4691
3675	1969
6733	1147
10728	10728
4088	9611
55294	3297
4851	9092
4089	9611
4086	579
5268	7157
23542	2634
9451	3309
5291	9846
23236	5335
4089	4089
7186	5601
2316	6416
4163	4048
1147	8767
5663	5663
10987	2885
5716	3091
4615	6850
4690	5295
4616	5609
6259	10163
57506	8772
4087	861
208	572
8772	3665
7037	7189
9564	3309
5609	56940
3280	5581
7018	7025
3622	4086
4089	7030
9564	2534
7189	5663
7187	84901
7423	7422
302	3329
2782	2771
1147	8915
54476	54106
5925	1386
2534	3265
3688	80781
960	1956
148281	148281
7030	7030
51592	6886
4088	2034
5747	1969
5720	5721
7048	960
2281	5966
7186	4217
8915	9368
4090	861
57154	8239
7001	10935
1432	5581
2316	4627
5819	25945
1958	5728
58533	7046
1432	4092
9372	3728
2885	5781
498	7132
55250	6777
409	4792
10114	3725
1432	1432
9611	51592
5295	9146
55145	8473
3315	1147
5873	54843
3309	7132
3688	7422
4088	6497
3329	4087
2885	324
2547	26277
1051	5915
405	3091
5595	6929
196	3315
2034	3091
2885	2549
3688	4830
7189	7334
5594	4088
5966	10252
6647	2281
1432	2950
3315	5581
1845	4163
3280	3397
2316	975
5728	6194
26277	5606
472	1386
7187	54476
3661	148022
4282	7414
3091	4088
8312	6498
4851	5966
2625	6886
60485	60485
6464	6777
4627	5578
4303	5601
4092	6885
1490	7040
8841	4092
10458	5058
2782	2767
4627	5580
8312	2778
3665	7320
2624	3725
405	10728
7164	7164
1432	2625
3654	3654
4092	659
23162	4214
5371	1956
29072	4088
2316	4214
6464	613
3801	7186
3688	3688
6416	5601
11331	4163
6461	2885
1386	506
1386	3726
391	7046
10163	5879
4040	5176
4690	1956
10163	2885
7018	7018
4214	8772
5578	6868
5594	6929
208	2308
302	6714
2539	6714
3265	8945
1051	6774
1956	11047
2885	6850
6497	7046
25865	5915
5578	960
5587	10987
83737	8239
7132	8567
998	7048
7334	54778
4088	7048
2202	7186
2205	6850
114609	4615
10014	2782
4851	1840
4615	54106
3315	3516
4087	4087
6850	7187
2353	4691
5728	1832
5747	2064
7161	28996
7157	6778
4628	8767
3655	8754
5682	5682
64783	8841
8440	26999
10014	5587
10616	10616
6774	7189
6714	7048
1997	5966
80824	1432
3801	81565
5581	960
7046	9618
1956	8737
4089	3665
5663	1499
3728	324
1432	1386
6259	10972
7428	997
939	7186
5606	4217
613	6714
2956	6809
6714	8841
5966	4792
23210	23075
5058	7046
10987	3329
5682	5966
2118	6794
5300	2281
10987	1832
1956	5595
5598	3309
3654	8915
1832	4790
1147	1832
7187	7187
3685	3688
11331	7025
5045	8741
7157	10498
6464	3309
51196	5335
5580	7157
3476	5829
6774	5925
4089	5603
10818	1956
3717	6778
10014	9611
7531	4214
3148	7157
57154	8473
5594	6670
2885	498
1956	498
5915	7025
2308	5925
8829	7423
896	1028
1020	81565
8976	2885
5058	4214
59307	3654
861	1997
3297	2547
10114	7026
3707	5578
1278	5154
4087	6497
5914	7155
5728	6093
208	677
5970	9043
9076	9076
1857	10174
4089	1499
409	2316
1020	5604
2353	10221
3309	648
5720	7414
5307	55072
1956	9479
182	55294
7040	8425
7430	7132
6464	9846
1499	9821
4086	9146
2534	5335
5599	5604
5716	5925
23513	324
648	22985
5601	4294
3091	1499
408	4792
55366	811
5594	10818
3981	4683
5601	1386
1147	3661
4092	7048
1958	3726
4087	57154
408	6416
5601	9479
23236	3707
1432	836
6714	1956
6934	3728
2549	3643
4851	6868
2277	3688
4089	9146
5925	196
10892	10987
1432	4792
4627	7132
5578	5581
8841	6497
836	5601
1956	1956
10623	55703
4086	28996
3643	6777
4087	9372
26999	4089
302	7428
2353	5925
7531	9564
9076	1365
7518	2547
2889	5781
7189	5664
4088	4221
5335	8867
5682	5721
7334	1840
8440	4690
148022	3665
90	25805
11171	7046
8651	4217
3659	6774
4094	5371
5914	6714
2896	4209
3707	5333
8440	9564
7428	3309
3688	8754
6464	5580
2626	6722
80762	1956
7442	7442
836	24145
3309	9092
23162	5747
28996	8945
8841	3661
1130	9146
1956	2549
83737	4087
4790	9043
11331	10014
472	8915
1857	1499
83737	80762
1499	6929
9156	4292
649	649
5594	10370
5578	5587
3309	7189
51701	6934
10987	10498
1956	6772
2629	3329
5601	4775
2950	5578
7428	960
1365	2885
22985	6733
6885	28996
5595	5796
102	1739
2022	7040
6885	472
3309	4214
5599	5599
6885	5608
5914	6497
5074	58533
613	10728
5300	5970
5970	8473
1432	648
8841	861
4690	29110
3572	2064
2885	63916
11331	7189
3661	5300
7037	2683
5371	7067
7428	3091
2885	9146
6794	7531
26999	5879
54778	7132
1432	4205
3315	7531
