-0.14994094	0.18576771	0.27036053	0.048458263	-0.45302272	0.20571707	-0.33448297	-0.0844442	0.021885196	0.07843393	-0.20240349	0.052512128	-0.27973783	-0.37766665	-0.08251383	0.26801163	-0.05885939	-0.0015651364	0.0144965565	-0.045298565	-0.106190205	0.38722497	0.0594389	-0.10890415	-0.021297382	0.1594981	0.36917007	-0.12270879	-0.36036852	0.10548766	0.24435823	0.43664724	0.5748342	-0.29063883	0.2326942	0.20085528	-0.19850567	0.1465748	-0.13816775	0.2570441	-0.23907582	0.20105575	-0.30190948	0.38493094	-0.14028226	0.028722005	0.11288169	-0.037293565	-0.03151068	0.38628888	-0.116781965	0.08480082	0.18201299	-0.16715221	-0.09510039	0.040572483	-0.1490117	0.01895401	-0.14270273	0.17990585	-0.09610133	0.38619307	0.11086675	0.13681173
-0.4039218	0.3328167	0.082849	0.16485491	0.1316518	0.20794967	-0.07354258	-0.14734644	-0.087893866	0.07357112	0.023666315	-0.068060115	0.20772883	-0.42020896	0.11656162	-0.14792389	0.07060259	-0.30283052	-0.16013932	-0.0010464812	0.107833125	-0.005398108	0.10723889	-0.058041397	-0.0132701835	0.012678291	0.110698946	0.20232524	0.009238957	-0.019018365	0.06380776	0.006647334	0.40293467	0.092432454	-0.14178155	0.2472332	-0.07957406	-0.011060285	-0.005918725	0.013567603	0.037308972	0.09409867	-0.12999403	-0.26123315	0.46673343	0.1296051	-0.22365779	0.08618946	-0.07381035	-0.3563417	-0.07452074	0.21278194	0.2857621	-0.1445533	-0.043650724	-0.076376155	-0.0074243187	-0.051370665	-0.08282367	-0.025944276	-0.14142245	-0.04584609	0.07512489	-0.17346095
-0.2008168	-0.048561946	-0.09681481	-0.16615288	-0.32063875	-0.06650887	-0.17121875	-0.031334683	0.3295113	0.023305282	0.045639794	-0.081742726	-0.12739883	-0.2999518	0.088795364	-0.07361733	0.19307315	0.29485422	-0.28922224	-0.11649016	-0.0493422	0.20249878	-0.09652531	-0.058128007	0.045872632	0.13265815	-0.01666755	-0.5328639	-0.032564227	0.3560476	0.024894817	-0.05129517	0.017169608	-0.34124887	-0.19286682	-0.055180106	-0.038377073	0.11883226	-0.14448506	-0.034250457	-0.056026213	0.27399448	-0.13196532	0.037731346	0.30253798	-0.06478713	0.293415	0.23751621	0.23651607	0.21785755	0.08107581	-0.023089528	0.08493705	-0.037144955	-0.31870118	0.34120718	0.1718494	-0.10866956	0.17295581	0.032887135	0.36646962	0.044765662	0.29541582	-0.14553347
0.18050303	0.18367492	-0.24903299	0.32120878	-0.38465858	0.17267795	-0.065108605	-0.040480174	0.15523423	-0.046303805	0.20488238	-0.09274908	-0.21461096	0.04462164	0.08652211	-0.010336292	0.017152408	0.26328993	-0.07111487	-0.18662412	-0.04762586	0.41455662	0.07132988	-0.12772843	-0.1144822	0.0238908	-0.00107307	-0.13691637	-0.109374486	0.15901332	0.030245684	-0.108444996	-0.039675567	-0.16682722	0.21816827	0.0759245	-0.15746796	-0.11835352	-0.35321	0.08148739	0.30561477	-0.105727665	-0.13455585	-0.06381843	0.4509131	-0.1751036	0.17175326	-0.17341709	0.011516482	-0.0081123095	-0.19955517	0.5102981	-0.074584596	-0.28324312	-0.40684968	-0.03182463	0.22811282	0.15781023	0.3900737	0.3411394	-0.18173532	-0.18523683	-0.25330496	-0.22035615
-0.19688652	0.58227044	-0.08091333	0.10832548	-0.23508018	0.1050121	-0.39180157	0.0838822	-0.4264417	-0.015533914	-0.21188185	-0.6189819	0.1837893	-0.43379682	0.15970944	0.29132426	0.15873794	0.1420502	-0.14205624	-0.16678903	0.26816308	0.01101443	-0.4089032	0.09551276	0.28104067	-0.23269875	0.6362267	0.10482723	-0.015762351	0.11329429	-0.3484836	-0.22469722	0.024102762	-0.17931454	-0.20149045	-0.0031463401	-0.1557689	-0.18325897	0.10153917	0.012273619	-0.080889255	0.1807294	-0.31673506	-0.39142352	0.009061526	0.14281885	0.19114102	0.4046318	-0.116154276	0.36634606	-0.11437975	-0.12990385	-0.050104596	0.017599627	-0.3213021	0.17465997	0.0028738163	0.07158594	-0.14971417	0.19639388	-0.03248382	0.2897483	0.058089055	-0.13752946
-0.18318588	0.27031928	0.013447686	0.017555172	-0.6466088	0.024120616	0.1084639	-0.16949789	0.088136226	-0.012655733	0.006763172	-0.16009185	-0.037820585	0.16060682	-0.020203354	-0.27398494	-0.123750694	0.2896598	-0.18633714	-0.09486183	0.101481676	-0.06903287	-0.1606922	-0.07596591	0.16658613	0.15758525	0.38932988	0.0010297692	0.21497934	0.20440413	0.30830508	-0.1398402	-0.06359254	-0.0858393	-0.13429874	0.37088993	-0.20720194	0.02391642	0.06059866	-0.11820908	0.06026026	0.17172363	-0.41105103	0.011811903	-0.0037532325	0.08123648	-0.00035743695	-0.31692418	0.0014586531	0.07361486	0.06383316	0.21723539	-0.031087972	-0.3413257	-0.57141525	-0.37960312	-0.06620594	0.20551917	-0.1487338	0.10531778	0.031999722	-0.18323246	0.084534794	-0.40029803
-0.19203553	0.008198959	0.15655944	0.56194115	-0.023385132	-0.090811394	-0.003958679	-0.115935385	0.027345018	-0.09016029	-0.2842598	0.02018693	0.07413375	-0.22247678	0.044013746	-0.14474343	-0.007043902	0.07738623	-0.18350771	-0.040680278	-0.18279442	0.15556131	-0.24719888	0.0054484485	0.17426652	0.22206463	0.047379866	0.34777236	0.2611817	-0.2666893	0.03695986	-0.06582165	0.23887902	-0.04583563	-0.0024531272	0.14744844	-0.42000315	-0.13933706	-0.17112988	0.30813673	0.28488296	-0.07983228	-0.21242982	-0.6250947	0.016923333	0.017489314	0.09094323	0.007846297	0.14679235	-0.21312001	-0.2190455	0.07750014	0.2824236	-0.1661199	-0.37091196	0.19544186	0.10331909	0.32234725	-0.21759106	-0.06879889	0.10501617	-0.060233988	0.39645073	-0.041560426
-0.17811275	0.013195449	-0.017198676	0.16385782	-0.25137419	0.07543301	-0.14609516	-0.20738749	0.28775057	-0.10661557	-0.12479192	0.2274727	0.16716899	0.2324134	0.12524284	0.12875879	-0.15585642	0.5327883	0.24775277	0.4768556	0.14036211	-0.039545078	-0.39856452	0.1656095	0.08717827	0.099624306	0.24093474	0.17339739	-0.14134738	0.46663272	0.093061514	0.11935538	0.30555242	-0.083414346	-0.05236051	0.14521712	-0.2107014	-0.022542497	-0.17747343	0.23793694	0.36882356	-0.14377686	-0.19220428	-0.2729799	0.32585248	-0.24677287	-0.011987576	-0.16437557	0.24443536	-0.26064062	-0.26183847	0.344115	0.12452462	0.09510568	-0.37571684	-0.14844882	-0.14210913	-0.04925899	-0.31165642	0.19346012	0.015928533	-0.018881068	-0.08393718	-0.34956956
-0.13447262	-0.060510553	-0.054588433	0.47502282	0.002830583	0.18386166	-0.33233243	-0.29789206	0.043473754	-0.13763715	0.0696275	-0.055482328	0.0022718054	-0.2032293	0.3097326	-0.50952595	0.13980648	0.09690756	-0.30289876	-0.11690462	0.010496593	0.15668191	0.07965848	0.10751583	0.27733365	0.003334419	-0.15433565	-0.01884699	0.08251099	0.45730808	0.25736997	-0.3201238	0.026647812	0.054436654	0.15862343	0.28864846	0.16600627	0.0795102	0.055861577	0.21128283	-0.2894334	0.27393532	-0.072795935	0.16288461	0.38520333	0.037164617	0.25589162	0.18624823	-0.0039474997	-0.1689696	-0.11044881	0.10774267	0.09317848	-0.10588118	0.0023663633	-0.12396979	0.17855586	0.047327805	-0.10015406	0.104981825	-0.087538324	0.083322205	0.28185531	0.29827824
0.040360365	0.3238993	-0.2473645	0.23378976	-0.011422397	0.24923885	0.057872772	-0.31215355	-0.2806799	0.12973548	-0.06242772	0.21624362	0.011778608	0.11579533	-0.112405784	-0.017621662	-0.21890295	-0.29941854	0.06748132	-0.42957136	0.256305	0.033809755	-0.057784807	0.0792043	-0.19974896	0.02341122	0.21757796	0.4082577	-0.24765705	0.22937873	-0.19271249	0.21974048	0.23731238	0.21168709	-0.30056947	-0.034647506	-0.08074217	0.019871412	0.09718213	-0.035683434	0.20865299	0.1440874	-0.12131989	-0.24690779	0.5698608	0.20192224	-0.10673983	0.069353186	0.2261535	0.149002	0.33014643	0.29556426	0.37125593	-0.26720217	-0.187735	0.14002004	-0.28592718	0.09569087	0.09683159	0.18487793	0.21238656	-0.40031275	0.23907857	-0.03149797
